"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	24	209983	11.4
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	14	209983	Unreliable
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	10	209983	Unreliable
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	11	209983	Unreliable
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	63	209983	30.0
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Pneumonitis due to food and vomit"	"J69.0"	18	209983	Unreliable
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Chronic kidney disease, stage 5"	"N18.5"	21	209983	10.0
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Other fall on same level"	"W18"	20	209983	9.5
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	209983	Unreliable
	"Champaign County, IL"	"17019"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	12	209983	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Septicaemia, unspecified"	"A41.9"	22	209689	10.5
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	20	209689	9.5
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	55	209689	26.2
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	14	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Malignant neoplasm of prostate"	"C61"	12	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Malignant neoplasm without specification of site"	"C80"	18	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	10	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	14	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Unspecified dementia"	"F03"	59	209689	28.1
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Parkinson disease"	"G20"	25	209689	11.9
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	69	209689	32.9
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	74	209689	35.3
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	22	209689	10.5
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	40	209689	19.1
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Aortic (valve) stenosis"	"I35.0"	10	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Atrial fibrillation and flutter"	"I48"	20	209689	9.5
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	51	209689	24.3
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Heart failure, unspecified"	"I50.9"	16	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	18	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	17	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	55	209689	26.2
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Pneumonitis due to food and vomit"	"J69.0"	14	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	10	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Chronic kidney disease, stage 5"	"N18.5"	13	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Other ill-defined and unspecified causes of mortality"	"R99"	10	209689	Unreliable
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Other fall on same level"	"W18"	30	209689	14.3
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	209689	13.8
	"Champaign County, IL"	"17019"	"2019"	"2019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	209689	Unreliable
	"Christian County, IL"	"17021"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	12	33309	Unreliable
	"Christian County, IL"	"17021"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	25	33309	75.1
	"Christian County, IL"	"17021"	"2016"	"2016"	"Unspecified dementia"	"F03"	22	33309	66.0
	"Christian County, IL"	"17021"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	19	33309	Unreliable
	"Christian County, IL"	"17021"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	33	33309	99.1
	"Christian County, IL"	"17021"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	23	33309	69.1
	"Christian County, IL"	"17021"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	33309	Unreliable
	"Christian County, IL"	"17021"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	25	33102	75.5
	"Christian County, IL"	"17021"	"2017"	"2017"	"Unspecified dementia"	"F03"	23	33102	69.5
	"Christian County, IL"	"17021"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	25	33102	75.5
	"Christian County, IL"	"17021"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	23	33102	69.5
	"Christian County, IL"	"17021"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	10	33102	Unreliable
	"Christian County, IL"	"17021"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	33102	Unreliable
	"Christian County, IL"	"17021"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	33102	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	17	32661	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	25	32661	76.5
	"Christian County, IL"	"17021"	"2018"	"2018"	"Unspecified dementia"	"F03"	18	32661	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	11	32661	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	25	32661	76.5
	"Christian County, IL"	"17021"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	21	32661	64.3
	"Christian County, IL"	"17021"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	12	32661	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	13	32661	Unreliable
	"Christian County, IL"	"17021"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	25	32661	76.5
	"Christian County, IL"	"17021"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	32304	89.8
	"Christian County, IL"	"17021"	"2019"	"2019"	"Unspecified dementia"	"F03"	29	32304	89.8
	"Christian County, IL"	"17021"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	12	32304	Unreliable
	"Christian County, IL"	"17021"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	40	32304	123.8
	"Christian County, IL"	"17021"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	29	32304	89.8
	"Christian County, IL"	"17021"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	31	32304	96.0
	"Clark County, IL"	"17023"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	15938	Unreliable
	"Clark County, IL"	"17023"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	10	15938	Unreliable
	"Clark County, IL"	"17023"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	14	15938	Unreliable
	"Clark County, IL"	"17023"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	15767	Unreliable
	"Clark County, IL"	"17023"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	10	15767	Unreliable
	"Clark County, IL"	"17023"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	10	15767	Unreliable
	"Clark County, IL"	"17023"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	11	15767	Unreliable
	"Clark County, IL"	"17023"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	15596	Unreliable
	"Clark County, IL"	"17023"	"2019"	"2019"	"Unspecified dementia"	"F03"	16	15441	Unreliable
	"Clark County, IL"	"17023"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	14	15441	Unreliable
	"Clark County, IL"	"17023"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	15441	Unreliable
	"Clay County, IL"	"17025"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	13300	Unreliable
	"Clay County, IL"	"17025"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	12	13300	Unreliable
	"Clay County, IL"	"17025"	"2017"	"2017"	"Sudden cardiac death, so described"	"I46.1"	11	13269	Unreliable
	"Clay County, IL"	"17025"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	18	13253	Unreliable
	"Clay County, IL"	"17025"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	13	13253	Unreliable
	"Clay County, IL"	"17025"	"2018"	"2018"	"Cardiac arrest, unspecified"	"I46.9"	14	13253	Unreliable
	"Clay County, IL"	"17025"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	13253	Unreliable
	"Clay County, IL"	"17025"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	13184	Unreliable
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	37729	55.7
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Unspecified dementia"	"F03"	21	37729	55.7
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	50	37729	132.5
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	22	37729	58.3
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	12	37729	Unreliable
	"Clinton County, IL"	"17027"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	37729	Unreliable
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	37614	53.2
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Unspecified dementia"	"F03"	19	37614	Unreliable
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	11	37614	Unreliable
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	49	37614	130.3
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	12	37614	Unreliable
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	22	37614	58.5
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	17	37614	Unreliable
	"Clinton County, IL"	"17027"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	37614	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	37639	55.8
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Unspecified dementia"	"F03"	18	37639	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	16	37639	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	28	37639	74.4
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	18	37639	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	14	37639	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	37639	Unreliable
	"Clinton County, IL"	"17027"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	37639	Unreliable
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	20	37562	53.2
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Unspecified dementia"	"F03"	14	37562	Unreliable
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Parkinson disease"	"G20"	11	37562	Unreliable
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	11	37562	Unreliable
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	22	37562	58.6
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	16	37562	Unreliable
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	20	37562	53.2
	"Clinton County, IL"	"17027"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	37562	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	14	52343	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	26	52343	49.7
	"Coles County, IL"	"17029"	"2016"	"2016"	"Unspecified dementia"	"F03"	16	52343	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	21	52343	40.1
	"Coles County, IL"	"17029"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	16	52343	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	21	52343	40.1
	"Coles County, IL"	"17029"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	44	52343	84.1
	"Coles County, IL"	"17029"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	18	52343	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	17	52343	Unreliable
	"Coles County, IL"	"17029"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30	52343	57.3
	"Coles County, IL"	"17029"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	51979	55.8
	"Coles County, IL"	"17029"	"2017"	"2017"	"Unspecified dementia"	"F03"	19	51979	Unreliable
	"Coles County, IL"	"17029"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	14	51979	Unreliable
	"Coles County, IL"	"17029"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	17	51979	Unreliable
	"Coles County, IL"	"17029"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	34	51979	65.4
	"Coles County, IL"	"17029"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	29	51979	55.8
	"Coles County, IL"	"17029"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	51979	Unreliable
	"Coles County, IL"	"17029"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	11	51979	Unreliable
	"Coles County, IL"	"17029"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	25	51979	48.1
	"Coles County, IL"	"17029"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	21	50885	41.3
	"Coles County, IL"	"17029"	"2018"	"2018"	"Unspecified dementia"	"F03"	36	50885	70.7
	"Coles County, IL"	"17029"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	20	50885	39.3
	"Coles County, IL"	"17029"	"2018"	"2018"	"Essential (primary) hypertension"	"I10"	14	50885	Unreliable
	"Coles County, IL"	"17029"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	40	50885	78.6
	"Coles County, IL"	"17029"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	18	50885	Unreliable
	"Coles County, IL"	"17029"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	25	50885	49.1
	"Coles County, IL"	"17029"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	14	50885	Unreliable
	"Coles County, IL"	"17029"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	21	50885	41.3
	"Coles County, IL"	"17029"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	50621	57.3
	"Coles County, IL"	"17029"	"2019"	"2019"	"Unspecified dementia"	"F03"	28	50621	55.3
	"Coles County, IL"	"17029"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	17	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	11	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Essential (primary) hypertension"	"I10"	27	50621	53.3
	"Coles County, IL"	"17029"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	11	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	30	50621	59.3
	"Coles County, IL"	"17029"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	14	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Heart failure, unspecified"	"I50.9"	10	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	50621	Unreliable
	"Coles County, IL"	"17029"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	34	50621	67.2
	"Cook County, IL"	"17031"	"2016"	"2016"	"Enterocolitis due to Clostridium difficile"	"A04.7"	62	5203499	1.2
	"Cook County, IL"	"17031"	"2016"	"2016"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	17	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	16	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	28	5203499	0.5
	"Cook County, IL"	"17031"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	559	5203499	10.7
	"Cook County, IL"	"17031"	"2016"	"2016"	"Bacterial infection, unspecified"	"A49.9"	10	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Chronic viral hepatitis C"	"B18.2"	69	5203499	1.3
	"Cook County, IL"	"17031"	"2016"	"2016"	"HIV disease resulting in other bacterial infections"	"B20.1"	10	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"HIV disease resulting in other malignant neoplasms"	"B21.8"	10	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	11	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"HIV disease resulting in other specified conditions"	"B23.8"	31	5203499	0.6
	"Cook County, IL"	"17031"	"2016"	"2016"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	28	5203499	0.5
	"Cook County, IL"	"17031"	"2016"	"2016"	"Other viral infections of unspecified site"	"B34.8"	12	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	51	5203499	1.0
	"Cook County, IL"	"17031"	"2016"	"2016"	"Mouth, unspecified - Malignant neoplasms"	"C06.9"	24	5203499	0.5
	"Cook County, IL"	"17031"	"2016"	"2016"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	22	5203499	0.4
	"Cook County, IL"	"17031"	"2016"	"2016"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	19	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Nasopharynx, unspecified - Malignant neoplasms"	"C11.9"	13	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Pharynx, unspecified - Malignant neoplasms"	"C14.0"	20	5203499	0.4
	"Cook County, IL"	"17031"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	208	5203499	4.0
	"Cook County, IL"	"17031"	"2016"	"2016"	"Cardia - Malignant neoplasms"	"C16.0"	18	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	236	5203499	4.5
	"Cook County, IL"	"17031"	"2016"	"2016"	"Duodenum - Malignant neoplasms"	"C17.0"	12	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Appendix - Malignant neoplasms"	"C18.1"	13	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Sigmoid colon - Malignant neoplasms"	"C18.7"	10	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	661	5203499	12.7
	"Cook County, IL"	"17031"	"2016"	"2016"	"Malignant neoplasm of rectosigmoid junction"	"C19"	40	5203499	0.8
	"Cook County, IL"	"17031"	"2016"	"2016"	"Malignant neoplasm of rectum"	"C20"	120	5203499	2.3
	"Cook County, IL"	"17031"	"2016"	"2016"	"Anus, unspecified - Malignant neoplasms"	"C21.0"	11	5203499	Unreliable
	"Cook County, IL"	"17031"	"2016"	"2016"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	161	5203499	3.1
